v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,L1,L2,L3,L4,L5,,P1,P2,P3,P4,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,,A,B,C,D,E,F,G
13,8,16,17,19,1,14,2,3,5,6,7,9,12,15,4,10,11,18,20,21,9,8.5,6.83333333333333,8.16666666666667,7.83333333333333,,2,2,2,1,,1,,10,8,7,9,6,9,9,6,9,7,9,6,8,8,6,9,8,6,6,10,9,10,8,9,10,8,10,6,8,8,,5,6,4,6,7,6,5,7,7,7,7,7,4,4,6,4,5.75,7,7,8,8,6,7,7,7,8,7,7,8,,4,4,5,5,4,4,3,3,4,4,5,5,4,5,4,4,4,3,3,3,4,5,5,4,4,4,4,5,5,4,4,5,5,5,5,4,5,4,5,,3,2,3,2,0,1,3
16,8,1,4,12,3,6,10,14,17,2,9,11,19,15,20,7,5,21,13,18,6,5.16666666666667,7.66666666666667,6.66666666666667,7.33333333333333,,1,2,2,1,,13,,6,6,7,8,9,8,4,9,6,7,5,5,10,9,8,7,6,8,6,6,4,5,6,6,5,6,5,6,5,9,,5,3,4,2,4,6,3,4,5,5,4,4,2,2,1,2,3.5,6,6,7,7,6,7,6,6,7,6,6,6,,4,5,5,4,5,4,4,2,4,4,4,4,4,4,5,5,5,2,2,4,4,5,5,4,5,4,5,5,5,3,3,4,4,5,4,4,5,5,5,,3,1,3,2,0,0,7
16,12,6,8,14,1,2,10,9,3,18,4,5,15,17,11,19,7,20,13,21,7.5,7.16666666666667,9,8.83333333333333,8.33333333333333,,1,2,2,1,,13,,8,6,9,9,8,6,6,9,8,8,7,6,10,9,8,8,9,9,9,9,7,8,8,9,8,9,8,9,9,9,,6,6,6,7,7,7,6,5,5,6,7,6,5,5,6,5,5.9375,7,7,8,7,7,8,6,7,7,7,7,8,,4,5,5,4,4,4,4,4,4,4,5,4,4,4,5,5,4,5,5,5,5,5,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4,5,5,,3,2,3,1,1,1,4
16,9,17,19,1,11,8,12,5,14,6,4,7,10,3,13,20,18,15,21,2,9,8.83333333333333,8.33333333333333,8.83333333333333,9,,2,2,2,1,,1,,8,9,9,9,10,9,8,7,8,9,10,9,10,9,8,9,9,8,9,10,9,9,7,9,9,9,9,9,9,8,,7,6,5,4,3,3,6,3,7,7,7,7,5,4,4,4,5.125,8,6,8,8,6,8,7,6,6,8,6,8,,4,4,5,4,5,5,5,5,4,4,4,4,4,5,4,5,4,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,,3,2,3,3,2,1,6
19,9,18,1,6,8,3,17,7,12,16,14,21,10,4,5,13,2,15,20,11,8.83333333333333,8.66666666666667,8.66666666666667,8.83333333333333,8.33333333333333,,2,2,2,1,,1,,9,8,8,8,8,9,8,8,7,8,9,9,10,10,8,9,9,8,10,9,8,9,9,9,8,9,9,9,9,9,,5,6,5,6,6,5,4,5,6,7,7,7,5,5,5,5,5.5625,8,7,8,8,8,8,8,8,8,8,7,7,,4,4,5,3,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4,4,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,,2,2,3,1,0,0,7
19,8,9,16,17,11,1,18,7,14,3,10,5,6,13,2,12,21,20,4,15,9,6.66666666666667,9.33333333333333,8,8.66666666666667,,1,2,2,1,,13,,10,6,10,8,8,10,9,10,10,8,10,5,10,10,8,8,2,8,2,10,6,8,8,8,8,10,10,10,10,10,,7,7,7,7,5,7,4,7,6,7,6,7,7,7,7,7,6.5625,5,8,8,8,8,8,6,7,8,10,8,8,,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,,3,1,3,1,2,2,5
16,8,14,15,7,2,1,11,13,20,19,18,10,5,12,17,3,4,9,6,21,6.66666666666667,7.33333333333333,7.5,7,6.5,,1,1,2,2,,12,,7,8,6,6,7,7,6,5,6,3,6,6,10,8,6,5,6,8,6,7,8,10,9,8,6,7,8,7,8,10,,6,5,6,7,5,5,6,6,5,6,7,6,6,7,6,7,6,7,6,8,7,7,6,7,6,8,6,6,6,,1,4,3,4,4,3,4,5,4,3,3,4,4,4,5,4,4,3,3,3,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,4,5,4,4,,3,1,4,2,1,1,7
12,23,14,11,18,15,9,6,13,21,12,15,24,18,22,7,18,5,7,24,25,7.33333333333333,8.33333333333333,8.33333333333333,6.83333333333333,7.16666666666667,,2,1,1,2,,7,,8,8,9,8,9,8,9,8,6,6,8,8,9,9,6,7,9,8,6,8,7,8,9,7,6,6,8,7,5,8,,5,6,5,6,6,5,6,5,6,5,6,6,7,6,7,6,5.8125,7,6,8,7,7,8,7,7,8,7,7,6,,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,2,,2,2,3,2,1,1,3
7,11,18,12,11,17,21,8,20,13,19,11,24,17,23,6,18,5,12,20,25,6.83333333333333,7.33333333333333,8.16666666666667,8.83333333333333,8.83333333333333,,1,1,1,2,,11,,3,7,9,9,9,8,6,9,10,9,6,8,10,10,8,9,7,6,8,9,6,6,9,9,9,9,10,6,7,9,,6,5,6,6,6,6,6,5,5,5,5,6,7,6,6,6,5.75,7,6,7,8,8,8,7,7,7,8,8,8,,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,3,3,5,5,4,,5,5,5,5,5,,4,2,3,4,1,2,7
14,15,8,16,9,18,18,7,23,18,8,13,21,11,9,11,20,6,21,25,24,8,8.16666666666667,8.66666666666667,6,6.83333333333333,,2,1,1,2,,7,,9,8,10,6,10,5,10,9,3,5,7,9,10,8,7,10,5,9,2,8,9,9,9,10,3,8,8,5,7,8,,4,6,6,5,7,7,7,7,6,4,6,6,7,7,6,7,6.125,7,8,8,8,8,7,6,7,7,7,7,6,,4,3,5,5,5,4,5,5,5,4,5,4,5,4,3,4,4,5,5,4,4,4,4,5,4,4,5,5,3,2,4,4,3,4,3,3,4,4,5,,3,1,3,2,2,1,4
11,22,14,14,7,11,16,6,22,14,21,14,22,13,22,12,19,5,8,17,25,8.5,7.5,7.16666666666667,6.83333333333333,5.16666666666667,,1,2,2,1,,13,,9,10,8,6,8,9,10,9,6,5,7,4,10,7,3,8,8,8,7,6,9,5,3,8,2,9,8,5,7,7,,7,7,7,2,5,6,5,6,6,7,7,6,6,7,6,6,6,7,7,8,8,7,8,5,5,5,8,7,6,,5,5,5,5,5,4,3,3,5,5,5,5,4,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,3,1,3,1,2,1,1
5,7,18,4,8,16,1,14,20,19,6,10,9,3,17,21,12,15,11,13,2,6.66666666666667,7.66666666666667,8.16666666666667,7.5,6.83333333333333,,1,2,2,1,,13,,7,8,8,7,8,7,7,9,6,8,6,7,9,8,5,6,8,8,8,6,7,9,7,7,6,7,7,8,9,8,,5,6,6,6,6,7,6,6,6,6,5,6,6,5,5,6,5.8125,8,6,8,7,7,6,7,6,7,8,7,7,,4,4,5,3,5,3,4,4,4,3,5,4,3,4,5,4,3,3,3,4,5,4,4,4,5,4,4,3,3,3,2,4,5,5,3,4,4,5,4,,2,1,3,1,0,0,1
16,5,4,8,9,2,1,14,6,7,10,15,20,17,12,11,18,19,13,3,21,7.33333333333333,7.83333333333333,7.16666666666667,7.83333333333333,7,,1,2,2,1,,13,,8,7,7,9,6,8,9,7,6,8,6,5,9,8,6,7,9,5,6,7,7,8,6,9,6,8,9,9,9,9,,6,6,6,7,5,6,4,5,6,6,7,7,3,5,4,5,5.5,7,8,8,7,8,8,8,7,8,6,7,8,,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,3,5,4,4,4,4,5,5,4,4,4,5,5,5,5,5,4,5,5,5,,4,1,4,3,2,3,7
14,22,10,12,11,14,9,5,20,12,18,16,23,10,20,6,16,19,11,22,25,8.5,9,9.16666666666667,8.33333333333333,9.16666666666667,,1,1,2,2,,12,,9,10,10,8,9,7,10,9,9,8,9,9,10,8,10,10,6,7,10,9,8,10,9,7,10,8,9,10,8,9,,6,5,6,7,6,7,5,6,6,6,7,7,3,3,5,5,5.625,7,8,8,7,8,8,7,8,8,7,8,8,,4,5,5,4,5,5,5,4,4,5,4,5,5,5,5,4,5,5,3,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,,3,1,4,2,2,2,4
16,8,18,10,12,15,14,6,7,10,5,5,17,1,12,19,18,3,5,15,21,7.5,7,8.83333333333333,8.5,8.33333333333333,,2,2,2,1,,1,,7,8,9,8,7,6,6,9,10,6,8,8,10,9,10,7,6,6,8,10,8,6,10,9,9,9,8,9,7,8,,7,6,6,7,5,6,4,5,6,6,7,7,4,5,4,5,5.625,7,8,8,7,7,8,8,7,8,7,7,8,,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,4,5,5,5,,5,1,3,4,4,3,7
16,1,12,19,21,4,7,11,19,8,3,14,17,5,10,14,15,6,9,18,20,8.16666666666667,7.66666666666667,9,8.33333333333333,9,,1,2,2,2,,9,,8,8,9,7,9,8,7,10,8,9,9,8,9,10,9,8,7,9,7,8,8,7,9,9,9,8,9,8,9,10,,6,6,7,6,5,6,5,5,7,6,6,6,6,5,6,5,5.8125,6,7,6,5,7,6,6,6,8,7,7,8,,4,4,4,3,4,4,4,4,5,4,4,4,4,5,5,4,4,4,3,5,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,5,4,,3,1,3,2,2,2,3
12,10,14,10,16,17,7,5,20,20,20,9,23,9,14,8,19,7,17,24,25,8.5,7,8,8,9.66666666666667,,2,1,2,2,,8,,6,5,10,7,10,9,7,7,9,9,9,7,6,6,10,10,9,8,8,10,8,6,9,9,9,9,8,8,9,10,,5,5,5,3,5,5,4,5,5,6,6,6,5,5,3,4,4.8125,7,7,7,6,7,6,5,6,6,5,6,7,,4,3,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,,4,2,4,1,4,1,7
15,22,17,21,17,14,13,6,17,21,12,10,21,11,24,7,11,5,7,20,24,5.66666666666667,5.5,6.5,7,6.66666666666667,,2,2,2,1,,4,,5,6,5,7,7,6,8,6,7,8,5,4,9,9,6,6,4,8,4,6,3,4,6,8,6,9,7,5,7,7,,3,4,5,5,4,3,3,4,5,5,4,5,5,5,4,4,4.25,3,4,7,5,5,4,6,5,7,4,6,6,,2,2,3,3,3,2,2,3,2,3,3,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,2,2,3,4,4,4,4,4,4,2,4,,4,1,4,4,0,0,4
15,2,1,16,10,14,13,5,19,12,3,17,8,11,9,4,21,7,20,6,18,9,9,8,8.5,8.16666666666667,,1,1,2,1,,16,,9,9,10,8,7,10,8,8,8,7,10,9,6,10,9,8,9,8,9,9,8,9,10,6,7,9,10,6,10,10,,5,6,7,6,7,7,6,6,5,7,7,7,4,4,6,5,5.9375,8,7,8,8,6,7,8,7,8,8,8,8,,5,5,5,4,5,5,5,4,3,4,5,5,5,5,5,4,5,3,3,3,5,4,5,5,5,4,4,5,4,4,5,5,5,5,2,3,4,5,5,,4,1,4,2,2,2,7
12,5,16,3,17,19,20,2,1,14,11,17,8,9,14,21,6,3,5,15,20,10,9.5,10,10,9.5,,1,2,2,1,,13,,10,9,10,10,9,10,8,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,7,7,7,7,7,7,7,7,7,7,7,7,5,5,1,2,6.0625,8,8,8,8,8,8,8,8,8,8,8,8,,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,4,4,4,5,5,4,4,5,5,,4,1,3,1,1,2,4
17,14,14,17,8,21,19,6,16,17,22,24,15,21,16,13,15,5,10,17,8,8.33333333333333,8.66666666666667,8.16666666666667,8.16666666666667,7.83333333333333,,1,1,1,2,,11,,8,10,10,9,9,9,8,8,7,7,8,9,9,9,6,8,9,7,9,8,9,9,8,8,8,8,7,7,7,9,,6,5,7,6,6,6,6,6,6,7,6,6,6,6,7,6,6.125,7,8,6,6,8,6,7,8,7,7,7,6,,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,4,3,4,5,4,4,4,5,5,5,5,5,5,3,4,5,4,5,,4,1,4,1,4,3,7
18,9,21,5,4,1,10,16,3,12,8,20,17,14,2,11,7,13,6,15,19,7.83333333333333,7.83333333333333,6.83333333333333,6.5,6.83333333333333,,1,1,2,1,,16,,9,9,5,6,7,9,8,7,3,4,9,8,6,7,6,6,6,6,6,8,9,7,8,8,9,5,9,9,9,7,,3,3,3,3,6,6,3,5,6,5,4,5,2,2,2,3,3.8125,6,7,7,7,7,7,7,6,7,6,7,8,,4,4,5,4,4,4,4,4,5,5,5,5,5,5,,4,5,4,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,3,5,,3,1,3,4,0,0,7
8,18,19,7,13,15,5,16,2,21,12,1,4,17,6,9,14,11,3,20,10,8.83333333333333,9,7.66666666666667,8.33333333333333,7.5,,1,1,2,1,,16,,9,8,1,8,1,9,9,9,8,9,8,9,10,8,8,9,9,9,9,9,9,9,9,9,9,9,10,8,8,9,,5,5,5,6,6,6,5,5,5,6,6,6,7,7,7,7,5.875,7,8,6,6,5,5,5,6,7,9,6,4,,,5,4,5,4,5,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,5,4,5,4,5,3,4,5,5,5,4,5,5,4,5,,4,1,3,4,4,3,
18,9,4,19,11,8,5,7,13,21,1,3,20,6,2,17,15,14,12,10,2,8.83333333333333,8.66666666666667,9,8.83333333333333,8,,1,2,1,2,,10,,9,7,10,8,10,9,10,7,7,8,9,6,10,10,10,9,9,8,9,1,7,10,9,9,9,10,10,10,10,10,,5,5,6,6,5,6,5,4,6,7,7,6,5,4,3,5,5.3125,,7,6,8,8,7,7,7,8,7,7,5,,5,4,4,4,4,4,4,5,4,5,4,5,4,5,5,5,5,4,4,4,5,4,3,4,4,4,5,5,4,4,4,4,5,4,5,4,5,4,5,,3,2,4,2,1,1,7
17,23,18,19,6,21,10,5,14,25,8,22,13,15,24,7,20,9,15,13,11,6.33333333333333,4.83333333333333,8.16666666666667,7.5,6.83333333333333,,1,2,1,2,,10,,6,6,9,9,10,3,3,8,7,6,3,2,10,9,6,10,6,8,8,5,8,10,7,7,5,8,2,7,5,9,,5,6,6,4,5,5,6,5,3,4,5,5,5,5,6,5,5,6,8,6,8,7,7,6,7,8,6,7,7,,4,5,4,4,4,3,4,3,4,3,5,5,5,4,5,5,4,3,3,4,5,4,4,4,4,4,5,5,4,5,4,4,5,5,3,4,4,5,5,,2,2,3,1,2,2,5
22,11,13,1,1,22,14,14,6,2,15,22,6,19,10,17,17,22,11,18,21,7.33333333333333,8.66666666666667,9,8.66666666666667,8.83333333333333,,,,,,,,,8,8,9,9,10,6,8,9,7,9,6,8,10,10,5,9,9,8,7,9,6,9,9,10,10,9,10,9,9,10,,6,7,7,6,5,5,6,6,6,7,7,7,4,5,7,5,6,7,8,8,8,8,8,7,8,8,7,8,8,,4,4,5,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,,3,1,3,4,0,0,1
1,11,13,12,6,11,10,11,21,21,17,24,21,15,17,14,16,5,14,17,24,8.33333333333333,9.83333333333333,9.33333333333333,9.16666666666667,9.5,,1,1,1,2,,11,,,9,8,10,9,10,10,10,9,9,10,10,10,9,10,10,10,9,10,10,10,10,10,8,9,10,10,9,9,10,,5,7,6,6,7,7,7,6,7,6,7,7,6,7,7,7,6.5625,,7,8,7,8,8,8,7,8,8,8,7,,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,,3,2,3,1,2,1,1
16,25,18,11,16,20,13,7,17,16,12,9,21,10,23,8,16,5,6,22,21,7.83333333333333,7.16666666666667,9.16666666666667,8.16666666666667,9.16666666666667,,1,2,2,1,,13,,8,8,10,6,9,9,8,10,9,9,2,2,10,9,9,10,8,8,8,9,9,8,8,9,9,9,9,9,8,10,,7,7,7,5,7,7,7,7,7,7,6,6,6,6,6,6,6.5,7,6,4,7,7,8,7,7,8,8,7,8,,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,,3,2,4,1,4,1,2
13,14,14,14,17,18,7,9,21,23,20,11,6,19,24,8,15,5,10,23,24,8.5,8.66666666666667,8.83333333333333,7.5,8.66666666666667,,1,2,2,1,,13,,9,8,9,6,9,8,9,9,5,9,8,9,10,9,8,9,9,8,8,9,9,9,8,8,8,8,8,9,9,9,,6,6,6,6,6,6,6,6,6,6,6,7,5,6,5,6,5.9375,7,7,8,7,7,7,7,7,8,7,7,8,,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,4,3,4,4,4,5,4,4,3,5,5,4,,3,2,3,1,2,1,1
13,22,13,10,15,18,14,8,10,12,13,22,6,19,24,13,18,5,15,22,23,9.33333333333333,8.66666666666667,10,10,9.66666666666667,,1,2,1,2,,10,,10,9,10,10,10,8,10,10,10,8,10,10,10,10,10,10,9,10,10,10,10,6,10,10,10,8,8,10,10,10,,7,7,5,7,5,7,7,5,7,7,7,7,5,5,5,6,6.1875,8,8,8,7,7,8,7,8,8,7,7,8,,5,4,5,5,5,5,4,5,4,5,5,4,4,4,4,5,4,4,4,4,5,5,5,4,5,4,5,5,4,4,4,5,5,5,5,5,4,5,5,,3,2,3,3,0,0,7
20,20,15,18,6,6,14,16,9,14,16,16,14,20,21,20,8,6,14,22,6,7.83333333333333,6.83333333333333,7.83333333333333,8.83333333333333,7.83333333333333,,2,1,1,1,,3,,10,4,5,9,10,6,9,9,9,6,8,6,9,10,9,6,6,9,6,6,9,10,6,9,10,8,6,9,10,6,,7,7,7,7,4,4,4,4,7,7,7,7,7,7,7,7,6.25,8,8,8,8,8,8,8,8,8,8,8,8,,3,3,5,4,5,3,3,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,3,5,3,3,4,5,5,4,4,5,4,4,5,3,4,4,5,,3,2,3,2,0,0,7
16,25,18,11,16,20,13,7,17,16,12,9,21,9,23,8,16,5,6,22,24,2.5,1.5,4.83333333333333,3.33333333333333,2,,2,1,1,2,,7,,3,1,5,5,3,3,1,7,3,1,2,2,10,5,1,1,2,5,1,1,5,2,1,1,5,1,1,1,5,1,,4,4,4,7,6,6,6,5,1,1,1,3,7,7,6,6,4.625,2,4,8,6,7,7,2,1,8,1,1,6,,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,2,3,2,4,2,4,3,4,3,4,3,4,4,4,3,3,3,3,2,4,3,3,2,4,,3,2,3,1,0,0,7
21,16,19,20,10,14,16,7,16,20,21,12,19,19,14,5,12,7,9,19,23,7.16666666666667,8.16666666666667,9,8.66666666666667,9.33333333333333,,1,2,2,1,,13,,6,8,9,9,8,7,5,9,9,10,9,8,10,8,8,5,9,7,10,10,8,10,10,8,10,8,9,9,8,10,,5,4,4,3,6,6,6,6,6,7,6,6,6,7,5,6,5.5625,6,7,7,7,7,7,6,6,8,5,6,1,,4,4,5,5,4,5,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,3,5,3,4,4,4,4,3,4,3,3,4,4,4,4,4,5,4,,,2,4,4,3,2,7
14,19,14,18,15,12,13,8,21,20,13,11,21,13,14,7,17,8,13,22,22,6.16666666666667,7.33333333333333,9.16666666666667,8.33333333333333,9.33333333333333,,1,2,2,1,,13,,4,3,9,8,9,6,9,10,9,9,6,9,10,9,10,5,8,9,7,10,6,8,9,8,8,10,7,8,9,10,,7,6,6,3,6,6,7,5,7,4,6,5,6,6,6,6,5.75,6,7,6,7,8,7,6,7,8,7,6,8,,5,4,5,5,5,5,4,4,4,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,3,4,5,5,4,,4,2,3,4,0,0,7
11,10,18,14,21,22,5,7,23,17,22,13,6,9,19,8,13,14,19,21,25,9,9,9.33333333333333,9.16666666666667,8.66666666666667,,1,2,2,1,,13,,8,9,9,9,9,9,9,9,9,8,10,9,10,10,9,8,10,9,9,8,9,9,10,9,10,10,8,9,9,8,,5,4,4,6,6,5,6,5,6,6,6,6,5,5,5,6,5.375,6,6,8,8,6,7,6,7,7,7,6,8,,4,4,4,3,5,5,4,4,5,4,4,5,5,5,4,4,5,5,3,3,4,4,4,3,5,4,4,4,4,4,5,4,4,4,5,4,3,5,5,,4,2,3,2,0,1,7
14,21,21,9,10,18,16,5,13,18,11,12,14,16,24,9,18,12,6,23,25,7.83333333333333,7.83333333333333,8.83333333333333,6.83333333333333,8,,,,,,,,,6,7,9,8,10,6,9,9,6,7,9,7,10,7,6,9,7,9,6,8,8,9,8,7,8,9,8,8,7,9,,6,3,6,7,6,6,6,6,5,6,6,5,5,3,5,5,5.375,6,5,8,5,7,7,6,6,8,6,6,6,,4,4,5,3,3,4,3,2,3,3,4,5,5,5,5,3,4,3,2,4,4,5,5,4,4,4,4,5,3,4,4,4,5,5,4,4,5,3,5,,3,2,4,1,0,1,1
8,10,15,22,11,11,8,15,17,12,23,19,13,13,16,13,15,25,7,22,20,6.66666666666667,4.16666666666667,6.83333333333333,4.5,5.5,,1,2,1,2,,10,,4,4,6,7,7,8,3,6,3,3,1,2,9,9,2,9,3,7,6,2,8,9,7,1,9,10,4,6,1,10,,5,6,6,5,6,6,6,6,7,3,4,5,6,6,7,7,5.6875,6,8,5,5,7,6,6,6,5,7,7,6,,4,4,5,4,4,4,5,5,5,3,4,5,4,5,4,5,5,5,5,5,4,5,3,4,4,4,4,5,3,4,4,4,3,4,2,4,4,3,4,,3,1,3,2,0,1,1
5,10,11,18,16,13,20,10,6,21,20,8,15,14,25,8,24,20,17,22,12,6.33333333333333,6.16666666666667,8.66666666666667,8.33333333333333,5.66666666666667,,2,2,2,2,,5,,6,4,8,10,7,8,7,10,10,7,6,9,10,7,5,2,7,7,6,6,7,3,9,8,3,9,7,8,9,6,,5,5,5,4,4,5,6,5,7,7,6,6,5,5,6,5,5.375,8,7,8,8,8,8,7,7,7,7,7,7,,3,3,4,4,5,4,5,5,5,4,5,5,5,5,3,3,4,4,4,3,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,,3,1,4,1,4,3,7
16,19,15,11,16,14,10,8,18,21,10,20,11,15,23,15,21,5,6,14,25,7.5,8.33333333333333,6.83333333333333,6.5,6.66666666666667,,2,1,2,1,,4,,8,9,5,6,6,7,9,10,7,6,7,9,8,7,8,8,8,6,7,6,7,6,5,6,7,8,9,7,6,7,,6,6,6,7,4,6,5,5,7,7,7,7,3,5,5,5,5.6875,8,8,8,8,8,8,8,8,8,7,8,8,,3,3,5,4,5,4,4,3,4,5,5,5,5,5,3,5,4,4,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,3,5,5,3,3,,3,1,3,2,4,2,2
10,19,18,8,10,13,9,10,19,24,22,15,14,6,22,10,15,16,11,25,20,8.5,7.66666666666667,8.16666666666667,11,6,,1,1,2,1,,16,,10,9,9,10,7,9,9,10,10,3,10,2,10,10,10,10,9,7,6,5,2,7,4,10,2,10,10,9,20,9,,6,7,6,5,6,6,6,6,7,7,7,7,7,7,7,7,6.5,8,6,8,8,4,8,5,8,8,6,8,5,,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,1,3,1,4,1,4
18,14,16,14,9,12,8,6,8,25,18,20,12,23,22,14,16,22,5,23,10,6.33333333333333,5.83333333333333,6.16666666666667,7,9.33333333333333,,2,2,2,2,,5,,9,7,6,8,10,6,9,5,9,10,10,4,10,3,10,8,3,6,7,8,3,4,3,9,9,2,8,7,6,9,,6,5,6,7,6,6,6,5,3,6,3,4,5,5,2,5,5,3,5,7,6,7,6,5,6,8,5,5,2,,4,4,4,4,4,4,4,3,5,3,4,3,2,3,4,5,5,4,2,4,3,4,3,4,3,4,4,5,4,3,1,4,2,4,4,4,4,3,3,,3,1,4,1,0,0,7
8,12,9,19,20,20,12,5,12,21,19,10,13,9,16,6,17,18,19,20,21,4.83333333333333,4.16666666666667,9.16666666666667,6.33333333333333,7.5,,2,2,1,1,,2,,5,2,8,7,9,6,2,10,9,10,3,2,10,10,7,9,4,10,1,8,2,7,8,8,4,4,8,9,3,7,,4,6,4,7,3,2,6,2,3,3,4,5,7,7,7,7,4.8125,5,5,7,7,5,7,7,6,7,5,5,8,,3,4,5,5,2,2,5,3,4,4,5,5,4,5,3,2,3,5,3,4,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,5,5,4,5,,3,2,3,2,0,0,2
18,22,16,9,8,18,12,5,7,19,14,20,19,16,17,6,16,10,17,21,25,9.16666666666667,8.66666666666667,9.16666666666667,8.5,9.33333333333333,,1,1,2,1,,16,,10,8,8,7,9,9,10,9,7,9,9,7,10,10,9,9,8,9,10,10,10,10,9,8,9,8,9,10,9,10,,7,6,6,7,5,6,6,5,7,6,6,7,5,6,6,6,6.0625,7,8,8,8,8,8,7,7,7,8,8,7,,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,,3,2,3,2,0,2,7
15,15,17,14,10,11,18,7,18,11,21,10,22,15,24,9,5,25,7,22,26,7.16666666666667,5,6.66666666666667,6,6.83333333333333,,,,,,,,,6,4,8,5,7,5,2,6,7,8,10,6,8,8,6,8,5,8,4,6,6,7,6,6,7,8,6,4,6,7,,5,5,4,6,6,7,5,6,5,6,6,6,2,2,2,2,4.6875,5,3,5,5,5,7,5,5,5,4,5,3,,3,3,4,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,,4,2,4,1,2,2,7
6,13,5,23,10,10,20,11,17,14,24,12,10,12,19,14,20,24,18,17,16,8.16666666666667,7.83333333333333,7.66666666666667,7.16666666666667,7.33333333333333,,1,2,2,2,,9,,7,7,6,9,7,9,8,5,4,7,8,9,10,6,7,8,5,8,7,9,9,9,10,8,5,8,9,7,9,9,,5,5,3,6,5,5,3,3,7,6,6,6,5,5,5,5,5,7,7,7,6,6,7,7,6,8,7,6,8,,4,5,5,3,4,5,4,3,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4,5,5,4,4,5,5,5,,3,2,,2,2,2,5
